error_group,id,label,prediction,ai_probability,abs_margin_from_0_5,source_dataset,domain,generator
high_confidence_false_positive,external_all_samples_000108,0,1,0.6866666666666666,0.18666666666666665,external_all_samples,unknown,unknown
high_confidence_false_positive,external_all_samples_000229,0,1,0.6866666666666666,0.18666666666666665,external_all_samples,unknown,unknown
high_confidence_false_negative,external_all_samples_000130,1,0,0.4666666666666667,0.033333333333333326,external_all_samples,unknown,unknown
high_confidence_false_negative,external_all_samples_000148,1,0,0.4966666666666666,0.0033333333333334103,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000061,0,1,0.5033333333333333,0.0033333333333332993,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000148,1,0,0.4966666666666666,0.0033333333333334103,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000145,0,0,0.4966666666666666,0.0033333333333334103,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000101,1,1,0.5066666666666667,0.00666666666666671,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000093,0,0,0.49,0.010000000000000009,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000038,0,0,0.49,0.010000000000000009,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000113,1,1,0.51,0.010000000000000009,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000224,0,0,0.4833333333333333,0.01666666666666672,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000171,0,0,0.4833333333333333,0.01666666666666672,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000070,0,1,0.5166666666666667,0.01666666666666672,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000264,0,1,0.5166666666666667,0.01666666666666672,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000027,0,0,0.4833333333333333,0.01666666666666672,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000088,0,1,0.52,0.020000000000000018,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000240,1,1,0.5233333333333333,0.023333333333333317,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000226,0,1,0.5266666666666666,0.026666666666666616,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000066,1,1,0.5266666666666666,0.026666666666666616,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000213,0,0,0.4733333333333333,0.026666666666666727,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000018,0,1,0.5333333333333333,0.033333333333333326,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000130,1,0,0.4666666666666667,0.033333333333333326,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000129,0,1,0.5333333333333333,0.033333333333333326,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000259,0,1,0.5366666666666666,0.036666666666666625,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000164,0,1,0.54,0.040000000000000036,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000201,0,1,0.5433333333333333,0.043333333333333335,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000238,0,1,0.5433333333333333,0.043333333333333335,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000085,1,1,0.5433333333333333,0.043333333333333335,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000031,0,1,0.5433333333333333,0.043333333333333335,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000011,0,1,0.5466666666666666,0.046666666666666634,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000232,0,1,0.5466666666666666,0.046666666666666634,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000194,1,1,0.5466666666666666,0.046666666666666634,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000091,0,0,0.45,0.04999999999999999,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000261,0,1,0.55,0.050000000000000044,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000007,0,1,0.5533333333333333,0.053333333333333344,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000005,1,1,0.5533333333333333,0.053333333333333344,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000265,0,1,0.5533333333333333,0.053333333333333344,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000024,1,1,0.5533333333333333,0.053333333333333344,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000147,1,1,0.5566666666666666,0.05666666666666664,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000276,0,1,0.5566666666666666,0.05666666666666664,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000246,1,1,0.5566666666666666,0.05666666666666664,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000233,0,0,0.44,0.06,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000006,0,1,0.5633333333333334,0.06333333333333335,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000250,0,1,0.5633333333333334,0.06333333333333335,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000022,0,0,0.4333333333333333,0.06666666666666671,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000203,0,1,0.57,0.06999999999999995,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000002,0,1,0.57,0.06999999999999995,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000052,0,0,0.4266666666666667,0.0733333333333333,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000135,1,1,0.5733333333333334,0.07333333333333336,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000208,0,1,0.5733333333333334,0.07333333333333336,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000064,0,1,0.5733333333333334,0.07333333333333336,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000036,0,1,0.5766666666666667,0.07666666666666666,external_all_samples,unknown,unknown
near_threshold,external_all_samples_000029,0,1,0.58,0.07999999999999996,external_all_samples,unknown,unknown
